Species,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20,barcode21,barcode22,barcode23,barcode24
[Mannheimia] succiniciproducens,0,0,0,0,0,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Pasteurella] aerogenes,0,0,0,0,0,17,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[Pasteurella] mairii,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Acidiferrobacter thiooxydans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacillus delphinicola,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacillus seminis,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinobacillus suis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas tecta,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aeromonas veronii,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aggregatibacter actinomycetemcomitans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alishewanella fetalis,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Allohahella antarctica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aminivibrio pyruvatiphilus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amphritea opalescens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquitalea magnusonii,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquitalea pelogenes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atopobacter phocae,0,0,0,0,0,0,1,31,0,0,0,1,1,14,0,0,0,0,9,5,2,1,0,0
Avibacterium gallinarum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avibacterium volantium,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azonexus hydrophilus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azospira oryzae,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus cytotoxicus,0,0,0,0,0,0,1,65,1,0,0,1,1,20,1,0,0,0,0,3,2,71,44,61
Bacillus mediterraneensis,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Bacteroides koreensis,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnesiella intestinihominis,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,0
Bibersteinia trehalosi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bradyrhizobium mercantei,0,0,0,0,0,0,9,29,0,13,0,14,30,0,0,0,0,0,0,0,0,0,0,0
Brevundimonas lenta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter lanienae,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter subantarcticus,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campylobacter ureolyticus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelonobacter oris,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clostridiisalibacter paucivorans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coetzeea brasiliensis,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprobacter fastidiosus,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Corallincola luteus,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cupriavidus taiwanensis,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
Denitratisoma oestradiolicum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfomicrobium orale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfonatronum thiosulfatophilum,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dielma fastidiosa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus canintestini,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus casseliflavus,0,0,0,0,0,0,1,495,0,0,0,0,0,220,0,0,0,0,2,3,2,5,2,6
Enterococcus devriesei,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Enterococcus gilvus,0,0,0,0,0,0,5,53,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,0
Enterococcus lemanii,0,0,0,0,0,0,1,26,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0
Enterococcus raffinosus,0,0,0,0,0,0,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Enterococcus thailandicus,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Erwinia pyrifoliae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eubacterium barkeri,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Flexilinea flocculi,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Gabonia massiliensis,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gallibacterium salpingitidis,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gilliamella intestini,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaesserella parasuis,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haemophilus paracuniculus,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halarcobacter bivalviorum,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halomonas urumqiensis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicobacter fennelliae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicobacter ganmani,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Helicobacter rodentium,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Histophilus somni,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenophaga atypica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ideonella azotifigens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingella denitrificans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latilactobacillus sakei,0,0,0,0,0,0,1,146,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
Lentilactobacillus senioris,0,0,0,0,0,0,1,78,0,0,0,0,0,32,0,0,0,0,0,0,0,1,2,1
Ligilactobacillus hayakitensis,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,9,4,4
Lihuaxuella thermophila,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
Luteimonas composti,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malaciobacter mytili,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinobacterium mangrovicola,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marinomonas atlantica,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesocricetibacter intestinalis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methyloversatilis discipulorum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moritella profunda,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moritella viscosa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natronincola peptidivorans,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Neisseria canis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria shayeganii,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neisseria zoodegmatis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceanisphaera ostreae,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Orbus hercynius,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oribacterium sinus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paenibacillus agarexedens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Paenibacillus larvae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parabacteroides chinchillae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraburkholderia phymatum,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasteurella stomatis,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasteurella testudinis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelosinus fermentans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Phocaeicola abscessus,0,0,0,0,0,0,1616,0,0,0,0,0,0,0,0,23,0,18,0,0,0,0,0,0
Porphyromonas pogonae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priestia aryabhattai,0,0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,1,0,0,0,0,29,18,18
Propionivibrio limicola,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomethylobacillus aquaticus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas brenneri,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychrobacillus lasiicapitis,0,0,0,0,0,0,1,0,0,0,0,21,0,1,0,0,1,0,0,2,0,2,0,0
Rarimicrobium hominis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reinekea blandensis,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodentibacter rarus,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodentibacter trehalosifermentans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schwartzia succinivorans,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0
Slackia heliotrinireducens,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solidesulfovibrio alcoholivorans,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sphaerotilus mobilis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporolactobacillus laevolacticus,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus castoreus,0,0,0,0,0,0,1,0,0,0,0,6,0,0,7,0,1,1,1,1,26,0,0,0
Streptococcus didelphis,0,0,0,0,0,0,1,0,3,0,0,17,3,0,5,0,8,4,0,8,53,0,0,0
Streptococcus marimammalium,0,0,0,0,0,0,4,0,1,0,0,20,1,0,11,0,1,0,1,2,27,0,0,0
Streptococcus periodonticum,0,0,0,0,0,0,1,0,0,0,0,14,0,0,1,0,0,0,1,0,2,0,0,0
Sulfurospirillum halorespirans,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synergistes jonesii,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testudinibacter aquarius,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tetragenococcus koreensis,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ursidibacter maritimus,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vagococcus teuberi,0,0,0,0,0,0,1,67,0,0,0,0,0,16,0,0,0,0,3,0,0,3,1,0
Vibrio cincinnatiensis,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio superstes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitreoscilla stercoraria,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volucribacter amazonae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volucribacter psittacicida,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoogloea caeni,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoogloea resiniphila,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acinetobacter variabilis,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Aerococcus christensenii,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,2,4,0
Aerococcus urinaehominis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aerococcus viridans,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,3,1,0,61,46,57
Afipia birgiae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agrilactobacillus composti,0,0,0,0,0,0,0,35,0,0,0,1,0,13,0,0,0,0,0,0,0,0,1,2
Alkalibacillus silvisoli,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alkalibacterium indicireducens,0,0,0,0,0,0,0,50,0,0,0,0,0,20,0,0,0,1,1,0,0,0,2,1
Alkalibacterium olivapovliticus,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0,2,1,1
Alkalibacterium pelagium,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,2
Alkalibacterium psychrotolerans,0,0,0,0,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Alkalibacterium putridalgicola,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Alkalibacterium subtropicum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalicoccus urumqiensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalihalobacillus algicola,0,0,0,0,0,0,0,35,0,0,0,0,0,18,0,0,0,0,0,0,0,2,3,1
Alkalihalobacillus pseudalcaliphilus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalihalobacillus trypoxylicola,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alkalihalophilus lindianensis,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,4
Alkalihalophilus pseudofirmus,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,21,12,15
Anaerobacillus arseniciselenatis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aneurinibacillus aneurinilyticus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aneurinibacillus tyrosinisolvens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anoxybacillus amylolyticus,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,9,5,9
Anoxybacillus ayderensis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anoxybacillus caldiproteolyticus,0,0,0,0,0,0,0,18,0,0,0,0,0,9,0,0,0,0,0,0,0,4,4,3
Anoxybacillus contaminans,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Anoxybacillus rupiensis,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
Aquabacterium fontiphilum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquabacterium limnoticum,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Atopostipes suicloacalis,0,0,0,0,0,0,0,149,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Aureibacillus halotolerans,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacillus aerius,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,7,5,7
Bacillus alveayuensis,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacillus andreraoultii,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,1,3,3,5
Bacillus aquiflavi,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
Bacillus australimaris,0,0,0,0,0,0,0,37,0,0,0,0,0,9,0,0,0,0,0,0,0,2,4,3
Bacillus benzoevorans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,6
Bacillus capparidis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus carboniphilus,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
Bacillus chungangensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Bacillus dakarensis,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Bacillus haikouensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,8
Bacillus horti,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Bacillus licheniformis,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacillus manliponensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2
Bacillus manusensis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bacillus marasmi,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacillus marinisedimentorum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus mesophilus,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
Bacillus nakamurai,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
Bacillus nematocida,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1
Bacillus niameyensis,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
Bacillus pacificus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,103,89
Bacillus paralicheniformis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacillus paramycoides,0,0,0,0,0,0,0,43,0,0,0,0,0,12,0,0,0,0,0,0,0,5,8,3
Bacillus pseudomycoides,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,35
Bacillus pumilus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
Bacillus smithii,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,1
Bacillus spongiae,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Bacillus subtilis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,13,10
Bacillus swezeyi,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Bacillus thermotolerans,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
Bacillus tianmuensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,8
Bacillus tropicus,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,3,1,1,665,569,576
Bacillus zhangzhouensis,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,84,113,112
Bhargavaea cecembensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus choshinensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brevibacillus reuszeri,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brochothrix campestris,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,16,10,11
Brochothrix thermosphacta,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,24,5,11
Burkholderia thailandensis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caballeronia arvi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carnobacterium iners,0,0,0,0,0,0,0,51,0,0,0,4,3,39,1,0,0,0,2,1,3,1,0,0
Carnobacterium mobile,0,0,0,0,0,0,0,38,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0
Chryseobacterium xinjiangense,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chryseomicrobium deserti,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloacibacterium normanense,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cohnella fontinalis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Companilactobacillus alimentarius,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Companilactobacillus allii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Companilactobacillus farciminis,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Companilactobacillus kimchii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3
Companilactobacillus nodensis,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,0
Cytobacillus depressus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytobacillus gottheilii,0,0,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,7,7,5
Cytobacillus kochii,0,0,0,0,0,0,0,7,0,0,0,0,1,3,0,0,0,0,0,0,0,5,4,2
Cytobacillus praedii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cytobacillus purgationiresistens,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
Dellaglioa algida,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6,0,10,4,5,4
Dolosigranulum pigrum,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Domibacillus indicus,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
Domibacillus robiginosus,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ectobacillus funiculus,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,1
Ectobacillus panaciterrae,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,18
Enterococcus dispar,0,0,0,0,0,0,0,113,0,0,0,3,0,38,0,0,1,0,0,0,1,2,0,1
Enterococcus massiliensis,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0
Enterococcus moraviensis,0,0,0,0,0,0,0,49,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
Enterococcus plantarum,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus saigonensis,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus villorum,0,0,0,0,0,0,0,140,1,0,0,1,0,43,0,0,2,0,1,0,2,0,1,1
Epilithonimonas hominis,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exiguobacterium aurantiacum,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fictibacillus aquaticus,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,11,15,9
Fictibacillus barbaricus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3
Fictibacillus gelatini,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3
Fictibacillus halophilus,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,29,21,27
